Unnamed: 0,PID,X,age,choice_strategy,clear_instructions,dominant_hand,gender,keys,learning_strategy,race.x,race.y,American.Indian.or.Alaska.Native,Asian,Black.or.African.American,Decline.to.answer,Hispanic.or.Latino,Native.Hawaiian.or.Other.Pacific.Islander,White,version,key_acc,test_acc,training_acc
505,53056,499,29,I chose by which item I got correct the most in the previous sequence,No,Right,Other,First image,There is no real strategy I just tried to memorize which sequenece I got correct most often and kept choosing that sequence every time it came up,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.816733067729084,0.659722222222222
507,53242,501,27,I just went randomly I could not find a pattern,No,Right,Female,First image,I did not learn one ,,,,,,,,,,250_Stims_1000_ISI,1,0.516,0.48951048951049
509,53264,503,28,I tried to pick the design that I thought was the best looking,Nothing was unclear,Right,Male,First image,To try best to remember which design was correct more often,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.800796812749004,0.48951048951049
512,53586,506,36,I tried to create a hierarchy in my mind ,na,Right,Male,First image,Tried to create a hiearchy in my mind,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.813492063492063,0.597222222222222
517,54033,511,24,I make my decision based on the instruction given by the study,No everything is clear,Right,Female,Second image,I am not using any stratergies,,,,,,,,,,250_Stims_1000_ISI,1,0.506024096385542,0.5
518,54068,512,28,I tried to find patterns or relations between the images,No they where pretty clear and straightforwards,Right,Male,First image,I tried to form a mental map of the relations between the images,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.529880478087649,0.548611111111111
520,54299,514,36,I picked which colors seemed most appealing to me as there seemed to be no pattern or reason for which was correct,No,Right,Male,Second image,None at all,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.533864541832669,0.50354609929078
521,54331,515,31,Im honestly a little unsure some of them I was able to determine that it was always right or always wrong and that guided a lot of them There were a few that I just could not figure out in which scenarios it was right and which scenarios it was wrong I at some point felt like it had to possible to do with a number of points like the dots or eyes but that wasnt actually a good rule Then I tried by color like warm or cool and that wasnt consistent either so I think in the end it was an amount of trying to hard memorize pairings but it felt like things switched at some point because I just couldnt get a grasp on it ,Nothing was unclear with the instructions given,Right,Other,Second image,Like stated in my previous question I think it came down to an attempt at hard memorization,AsianWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.722222222222222,0.624113475177305
522,54334,516,26,I went for the color I either liked most or made me the least uncomfortable,no,Right,Male,First image,Just repetition and memorization,,,,,,,,,,250_Stims_1000_ISI,1,0.376984126984127,0.548611111111111
538,55194,532,32,I tried to pick up on the pattern It seemed like certain squares went with other squares and certain combos were correct when others were incorrect I tried to memorize the combos,no,Right,Female,First image,I tried to memorize the combos of squares,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.873015873015873,0.722222222222222
539,55257,533,23,I chose based off of trial and error I started to take a mental note on which ones I got right and which ones I got wrong Then I assigned values of which ones seemed to be better then the others,At first I was very unclear on what I should be looking out for After a while however I got the hang of it The keys used to pick the answer did cause me to mess up more than a handful of times It would make more sense to me that the D key would be used to pick the first option rather than the K key,Right,Male,Second image,I learned adaptive thinking through trial and error,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.717131474103586,0.534722222222222
540,55293,534,33,tried to notice the ranking order of the results,nno,Right,Male,Second image,trial and error plus intuition,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.45748987854251,0.422222222222222
543,55577,537,24,I decided which item to choose based on the colors Basically the most colorful ones are the ones that I would choose most of the time,,Right,Male,First image,I learned based off of the colors so the most colorful ones were the ones that I would choose most of the time,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.459677419354839,0.462686567164179
545,55668,539,25,I first started by choosing the item with the most geometric components since that was how I thought it worked Then I realized it was more hierarchical and placed certain items above others Then I realized it was more about which items were facing each other since one low on the hierarchy was correct compared to one higher when those specific two were presented This finally seemed to work and I identified the patterns only missing parts when I mixed up the two predominantly blue shapes relationships to the orange melted flame type rounder shape,No,Right,Other,First image,I tried to focus on patterns in the items rather than the items themselves  cold vs warm colors geometric vs round etc Then I just had to focus up on pattern recognition and viewed it as which beats which like rock paper scissors by the end,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.896825396825397,0.762237762237762
546,55766,540,32,I kind of ranked them in my head I think And I sorted them by major color Purplish almost always won There was like a rainbow one that always lost Then green was pretty bad then pink I think Blue and orange were in the middle but orange always beat blue and there was one type of blue that was better than the other,Nope everything made sense,Right,Male,First image,Like I said I just tried to learn which colors always outranked the other colors and then just tried to keep them roughly in my head Sometimes it was hard but I think I did pretty good at it that way,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.888888888888889,0.743055555555556
548,56233,542,34,I started to notice a pattern and which ones beat others Green was always correct Then it was cheetah then blue pink orange multicolor and blue and purple never was the right choice,no,Right,Female,Second image,I took notice of what image was correct over the other,,,,,,,,,,250_Stims_1000_ISI,1,0.900793650793651,0.583333333333333
551,56941,545,36,Okay I got it figured out toward the end The pink one was worthless a blue one was next a blue one with lines was second most and there was a leopard print one that was the highest and thats how I did it,Nothing everything was great,Right,Female,Second image,I tried to give each image a name and work from there,,,,,,,,,,250_Stims_1000_ISI,1,0.833333333333333,0.496503496503497
554,57117,548,35,I made a system for myself by naming the color patterns For instance one was named colors and that pattern always one then the green pattern always lost I started group together and quickly reminding myself at times what colors were above others Pink  pattern but pattern was greater than tiger and yellow,No,Right,Female,Second image,Like I previously stated I named the patterns and that helped me group together which ones would win over the other patterns The yellow colors were lower on the scale but still had green lose to them and tiger was better than yellow ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.896,0.755244755244755
555,57157,549,34,Whether or not I thought I was going to get a green checkmark or a red x,,Right,Female,Second image,Trial and error,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.896414342629482,0.784722222222222
561,57427,555,27,I was trying to look for a pattern some of them seemed like I was choosing the one that was incorrect on the previous set I also felt like some patterns were based on either choosing the same option over and over or alternating back and forth on the keyboard As I progressed I tried to change strategies based on patterns,Instructions were pretty clear,Right,Male,Second image,I tried to look at the sequences as the sets rolled over to see if I was choosing an image that was either selected or incorrect on the prior set,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.50597609561753,0.569444444444444
562,58034,556,34,The first few rounds I didnt think I was going to be able to figure any kind of pattern out Over time it seemed that I started mentally attributing a value to each design Some were higher than others A certain blue image seemed to be a higher value than all the rest and a certain green seemed to be the lowest By the end of the trials this seemed to work for me,No,Right,Female,First image,I attributed a value to each image Each image held a certain value and I used these made up values to determine which image had the higher value of the two The image with the higher value is the one I would choose,,,,,,,,,,250_Stims_1000_ISI,1,0.880478087649402,0.520833333333333
563,58351,557,27,I learned which item won against the other There was also one item that was always right and one that was always wrong to choose ,Nothing was unclear ,Right,Male,Second image,I learned which items were correct to choose over the other option It was mostly just pattern recognition ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.952380952380952,0.755244755244755
564,58420,558,35,I went with my best judgement on which I thought would be correct and tried to take a mental note of which side certain colors seemed to be correct on,no,Right,Female,First image,I paid attention to which answers were correct and colors on either d or k side and went with that approach,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.738095238095238,0.534722222222222
565,58544,559,34,At first it seemed like I was suppose to be choosing at random As I kept going I began to realize the pattern of what to click and what not to click as well,It didnt say how I was suppose to know what to click and what not to click I had to figure that out on my own,Right,Male,First image,I began to see the pattern and chose the ones I believed to be correct as time went on overall,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.742063492063492,0.563380281690141
570,59137,564,29,I tried my best to remember patterns and remember which answer was correct ,No Everything was clear and working properly,Right,Female,Second image,I tried to memorize the patterns and which answer was correct ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.515873015873016,0.527777777777778
572,59250,566,33,I ranked them mentally,No,Right,Male,First image,I assigned a value to each image and ranked them accordingly I chose the one with the higher rank,,,,,,,,,,250_Stims_1000_ISI,1,0.904382470119522,0.643356643356643
573,59363,567,33,I was trying to figure out which one was the correct one when shown with a different picture Its a lot harder than I thought and I think I did pretty terrible I tried but still could not figure this out,No everything was clear,Right,Male,Second image,I just tried to figure out some kind of pattern,,,,,,,,,,250_Stims_1000_ISI,1,0.44578313253012,0.471830985915493
576,59701,570,35,I went off of memory to determine which ones went together or were the most dominant images It was really hard at first but I was able to find a pattern,The keys we were told to use was backwards D was first image K was second ,Right,Female,First image,I learned that the first image was D and not K as told in the instructions I then tried to learn the pattern and memorize which images were more dominant to other images ,,,,,,,,,,250_Stims_1000_ISI,0,0.924603174603175,0.608391608391608
582,59996,576,26,After a few trials I realized what the correct pairings were Any pairing with the starburstmulticolor circle would always be the opposite  the starburst was always the incorrect choice However even if remembered some pairings I would often mistake it and immediately realize it was the wrong one ,No,Right,Female,First image,Starburst circle was always incorrect so choose the other key immediately For pairings I tried to remember each since they stayed consistent across trials but often I would forget or even click the wrong one multiple times during the same trial For remembering the pairings I mostly went by color instead of pattern,,,,,,,,,,250_Stims_1000_ISI,1,0.746031746031746,0.576388888888889
585,60219,579,26,I slowly compiled a ranked list in my head gave them all short names and sort of made a little game out of it Like playing War with a deck of cards ,I was a little confused at first but eventually figured it out,Right,Male,Second image,Ranking each color from highest to lowest like playing War with a deck of cards Cheeta print being the lowest pink 2nd lowest blue w the 4 balls being the highest and dark blue being the 2nd highest ,,,,,,,,,,250_Stims_1000_ISI,1,0.884462151394422,0.72027972027972
588,60540,582,30,I figured out that each picture has a rank After a few rounds I memorized which picture has which rank,The only way to know which picture is correct is through trial and error right I dont remember the instructions saying how to choose the correct picture but I think thats the whole point,Right,Female,First image,At first I just chose my favorite picture After a few rounds of trial and error I was able to memorize which picture has which rank,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.988095238095238,0.762237762237762
591,60640,585,23,I started sensing how the icons interacted with eachother and when picking one of them above another would be correct,,Left,Male,First image,I started learning the patterns of which icon would be correct when paired with another certain icon,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.5,0.496503496503497
593,60727,587,29,At first I just chose which item I liked better then I started trying to notice patterns of items that always beat other items,The instructions did not say how to determine which item was correct,Right,Female,Second image,I tried to memorize pairs and which one was the correct one in each pair,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.726190476190476,0.534722222222222
597,61047,591,29,I attempted to memorize which images was correct and incorrect in the given pairs and tried to come up with different strategies The image with the eyes that was blue and yellow was always correct if it showed first and was on the left Whereas Blue and Green images that showed first was always left key,Nothing in the instructions I found unclear ,Right,Female,Second image,I simply tried to memorize which pairs of images was correct or incorrect depending on which image showed first and second and corresponded with my keys of K and D ,,,,,,,,,,250_Stims_1000_ISI,1,0.733067729083665,0.534722222222222
599,61102,593,35,i went by the first image and saw a pattern between them,no,Right,Male,First image,i would watch for patterns with the first image,,,,,,,,,,250_Stims_1000_ISI,1,0.575396825396825,0.546099290780142
605,61700,599,35,At first my guesses were random but as I went I began to notice that some images always ended up being correct over others I got the impression there was an overall hierarchy among the images and if I could figure it out and remember it I could get more right,I at first thought there was something that we were to base our guesses on when it was brought up that some answers were correct and others werent So when the trial just started without any criteria about how to choose between the images I was a bit confused in the beginning However I figured it out pretty quickly,Right,Female,First image,I tried to figure out which images were higher or lower than others in a hierarchy Once I started to remember that certain ones were always at the top and certain ones were always at the bottom it was easier to try to sort through how they relate to one other I in general divided them up into categories of high mid and low and then just had to remember how they related to the ones in the same grouping as themselves,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.873015873015873,0.715277777777778
622,62559,616,25,I was unsure how to go about choosing the item At the end I thought maybe the images would be the ones appearing in the next set but that was imperfect as well ,I may have misunderstood or misread the directions I think I missed the guidance on what to choose,Right,Other,Second image,I attempted to strategize but even by the end of the task I was still confused I still dont really know what the criteria was,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.489878542510121,0.482517482517482
623,62724,617,29,I noticed that items seemed to be ranked as I went along So I think it went Pink Diamond Orange Rainbow Blue Yellow Flower Green Rounded Orange Square and Blue Checker in what would beat what So it was like a rock paper scissor,Not really I feel like I got the hang of it,Right,Male,First image,I started ranking the pictures based on what beat what,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.869047619047619,0.618055555555556
629,63123,623,23,nI tried to remember which pairing has on beat the other Also certain patterns seemed to either always win or lose I tried to think quickly,It was clear,Left,Female,Second image,Focusing and also giving the patterns nicknames in my head to remember which are the one to choose for the pairs,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.71031746031746,0.527777777777778
630,63125,624,29,I tried to recognize the pairs and remember which pairs resulted in a green check mark,There was nothing in the instructions that I found unclear,Right,Female,Second image,I tried to remember the pairs that resulted in green check marks,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.526748971193416,0.460992907801418
635,63347,629,23,I tried to see if the item kept repeating I tried to do it randomly by switching between d and k I tried counting so many parts and then choosing the opposite after a few times,No,Right,Female,Second image,I didnt I was confused I felt like I would do good and then something would disrupt my patterns,,,,,,,,,,250_Stims_1000_ISI,1,0.512,0.471428571428571
636,63397,630,33,I will choose both same color,No,Right,Female,First image,I will follow the instruction and full focused,,,,,,,,,,250_Stims_1000_ISI,0,0.424603174603175,0.444444444444444
638,63953,632,26,No prompt was given for which one was correct so I tried to identify some kind of pattern,If there was some way to identify the correct image it was not made clear,Left,Male,Second image,I tried to identify a pattern At one point I thought it was which image had not been shown in the previous pair but that was wrong I them came to believe it was mostly random thus the chains of 10 in a row of one answer before the correct one would switch,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.5,0.465277777777778
640,64147,634,26, K  D,NO,Right,Male,Second image,mind foucsing,,,,,,,,,,250_Stims_1000_ISI,1,0.578313253012048,0.503759398496241
644,64375,638,33,I found a pattern and went with it ,No,Right,Female,Second image,I memorized what worked and what didnt work ,,,,,,,,,,250_Stims_1000_ISI,1,0.819277108433735,0.542857142857143
649,64597,643,32,I tried to memorize from prior trials and made a hierarchy,No everything was clear,Right,Female,Second image,I learned based on previous trials,,,,,,,,,,250_Stims_1000_ISI,1,0.924603174603175,0.678321678321678
653,65015,647,30,i noticed a pattern ofter the first 3 rounds ,nothing,Right,Male,Second image,i just started to notice the patters of what was better then what ,Black or African AmericanHispanic or LatinoWhite,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.948412698412698,0.626760563380282
655,65121,649,32,I tried to keep track of the pictures that I seemed to get right and selected them again,No,Right,Female,Second image,I read the instructions,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.476,0.412587412587413
657,65136,651,34,I was trying to figure out a pattern I would rely on my memory to see which item from the pair were more likely to be correct,No,Right,Male,First image,After seeing a pattern of a likely correct item I would label specific items with names like big yellow small yellow green etc and then I would form a hiearchy in my head The ones more likely to be correct would be on top and then I would pick the item accordingly ,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.853174603174603,0.535211267605634
658,65247,652,29,i tried to pick which one i liked the best but also tried to review previous patterns,no,Right,Female,Second image,try to memorize which ones were correct in previous rounds,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.845238095238095,0.597222222222222
661,65425,655,32,I noticed some images were better than other or worth more is how I seen it For example the pink one seemed to be worth more than all of them ,No,Right,Female,Second image,I just noticed some patterns Some images being better compared to others ,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.722222222222222,0.520833333333333
662,65491,656,33,I was confused on why things were right or wrong at first Then I noticed that in pairs that appeared before the correct answer was always the same So I started to try to remember this one beats this this image beats this one Green beats less complex blue but complex blue beats green So forth with little sentences to myself and trying to keep it on the top of my thoughts,It did not tell me at all what I was looking for in the images or which to choose but I feel that was the point,Right,Female,Second image,I just tried to take each reappearing pair in mind remember which is the correct in that pair and make little mental notes of what image beats another,,,,,,,,,,250_Stims_1000_ISI,1,0.785714285714286,0.659722222222222
666,65911,660,32,I was trying to remember from previous blocks on what was typically picked,trying to figure out what colors was for what letter,Left,Female,Second image,the color and what it was a start with and how often that color was presented as a d or k,,,,,,,,,,250_Stims_1000_ISI,1,0.514285714285714,0.553956834532374
669,66197,663,30,I realized that there was a ranking with each design I eventually began to memorize which circle had the higher ranking and would choose it,no,Right,Female,Second image,I paid attention to patterns among the circles I also repeated K1 to remind myself that k is the first image,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.837301587301587,0.444444444444444
670,66339,664,23,In the first two rounds I guessed and based on the feedback I tried to recognize the pattern of which images are bigger than the others assuming there is a certain order among the images In rounds 36 I found it very difficult to remember the order because the images are shown very quickly and are not easy to describe in concrete words Starting in round 7 I realized that my brain has somehow come up with an ordering of the images The image that is primarily blue with 4 orange circles near the center is always the biggest and the only green image appears to be second to the smallest The smallest image is one of the two very colorful images which I often fail to distinguish,I was confused about choosing the correct image I thought the instructions will tell me what the criteria for correct images are but I soon realized figuring out what is meant by correct is supposed to be learned through the iterations,Right,Male,Second image,I initially tried to come up with a number or word to name each image I saw but I failed because I could not find concrete descriptions for the images shownnLater on I focused on figuring out the ranking for images that have unique colors for example the green image Once I have mentally stabilized a ranking for an image then I try to focus on another image and determine its ranking based on the feedback I received,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.793650793650794,0.624113475177305
674,66749,668,33,by their attraction,no nothing,Right,Female,First image,no strategy used,,,,,,,,,,250_Stims_1000_ISI,0,0.806584362139918,0.50354609929078
676,66805,670,30,I had a hierarchy in mind and looked for the lower value in my mind when answering as the keys for D and K were switched,,Right,Male,Second image,I had to invert the task to make it make sense  make D stand for left despite the instructions,White,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.943775100401606,0.811188811188811
677,66962,671,31,I memorized the colors that would give me the correct answer and just trial and error,No,Right,Female,First image,I arranged the images in order to see which one will always give me the correct answer and what comes next,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.853174603174603,0.763888888888889
678,66995,672,26,Some patterns were always win and some were always lose Some were in between where it was more of a toss up,No,Right,Male,Second image,I memorized which ones more so than which ones lost,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.734126984126984,0.573426573426573
680,67210,674,27,At first it was random but I started learning there was some type of order that makes one greater than the other,No,Left,Other,First image,I started noticing some of the images were greater than others,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.543650793650794,0.49645390070922
682,67374,676,26,i tried to find a pattern but couldnt so then i was curious as to which letter came up the most often but it appeared to be equal in a random pattern,no the instructions were very clear,Right,Female,First image,i tried to remember the sequence but couldnt find a consistent pattern,White,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.496031746031746,0.555555555555556
683,67534,677,34,At first it was random Then I started picking up the patterns and figuring out the hierarchy,I was confused at first about how a choice was wrong but now Im pretty sure that was the point,Right,Female,First image,Random at first Then I started noticing certain ones were correct more than others I started paying attention to which ones failed until I was confident of the order of colors,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.968253968253968,0.708333333333333
688,67863,682,34,Just tried to remember which ones worked and which ones did not,Nope,Right,Male,Second image,Try to remember colors,,,,,,,,,,250_Stims_1000_ISI,1,0.579365079365079,0.4375
692,68235,686,29,i was trying to watch for the pattern that it was showing for the ones that were correct ,no everything was clear ,Left,Female,Second image,i was looking at the pictures that were paired together,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.585657370517928,0.552447552447552
693,68791,687,34,This is a my own decision,None,Right,Female,Second image,Nothing,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.556,0.524475524475524
695,68843,689,19,I realized partway through the study that there was an ordering between the images I choose the image that was ordered higher between the two,no,Right,Male,Second image,I tried to remember what I answered correctly and what I answered incorrectly,,,,,,,,,,250_Stims_1000_ISI,1,0.853174603174603,0.524475524475524
696,68867,690,25,i tried to find the patterns,not at all,Right,Male,Second image,I found the patterns and chose accordingly,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.50199203187251,0.474820143884892
697,68874,691,31,I assigned a value in my mind to the color patterns I also repeated phrases like green beats blue and blue beats swirl Lastly I saw that orange always won and the rainbow swirl always beats grid and open I used quite a few techniques,No,Right,Female,First image,I assigned numbers in my mind to the color patterns I repeated ordered phrases in my head for the top ranking patterns and the low ranking patterns I knew to always choose the orange pattern when it shows,,,,,,,,,,250_Stims_1000_ISI,1,0.892857142857143,0.666666666666667
699,69078,693,36,I tried to remember which one the previous time,no,Right,Female,First image,I tried to remember which one won over the previous one,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.673306772908366,0.573426573426573
705,69495,699,33,I tried to remeber which one i chose before trying to find pattern,yes it wasnt clear on how to find the correct image I felt like half the time even when i felt like i knew the answer I was wrong having no clear direction as to how to identify the right one,Right,Male,Second image,Looking for pattern,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.44206008583691,0.461538461538462
707,69579,701,33, I tried to remember patterns and which image led to the correct choice previously,The keys K and D to make the selection didnt seem intuitive to me I had to try and remember which key was for one and two,Right,Female,Second image,I tried to pay attention to patterns as well as I could I didnt do as good as Id hoped but I tried I think I improved a little as the experiment went on,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.694444444444444,0.507042253521127
711,70073,705,28,I started giving the patterns short nicknames I would then associate the right answer as that pattern being stronger than the other Eventually I felt myself recognizing among the sets which of the two would be more powerful than the other,No,Right,Female,Second image,I just tried to make sure I saw each pattern individually Even giving them names,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.764940239043825,0.659722222222222
713,70128,707,33,I made a hierarchy in my mind based on the dominant or most notable colors,No,Right,Other,First image,I learned to try to figure out which one was always right and which one was always wrong then ranked everything as best I could in between,Hispanic or LatinoWhite,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.908366533864542,0.743055555555556
717,70360,711,23,usually the color and if both had the same color then I would select them based on patern,no,Right,Male,First image,There were a few of the images that were usually winning over the others that they were correct a higher percent of the time,Hispanic or Latino,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.765873015873016,0.631944444444444
718,70386,712,34,There was a pattern to the options  Certain colors beat others consistently  My brain and eyes did get tired but the patterns became more recognizable as time went on,It can be confusing at first because you dont know what is right or wrong you have to learn it as you go,Right,Female,First image,I looked for patterns  which colors beat others or which colors are at the bottom of the hierarchy and never win,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.76984126984127,0.556338028169014
719,70426,713,31,I tried my best to notice which pattern was superiorinferior in each pair D key was correct when presented with pink pattern before orange cheetah pattern K key was correct when cheetah pattern was shown before pink pattern,None,Right,Female,First image,The previous strategy stated Green pattern first then blue pattern was D but blue pattern first then green was K,Black or African AmericanWhite,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.682539682539683,0.652777777777778
722,70637,716,27,I decided which item to choose based on which one looked better to me,no,Right,Female,First image,I tried to keep count of patterns when I would get more correct in a row,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.516260162601626,0.5
723,70683,717,31,I mostly went on gut instinct although I tried to rely on memory in a way too,none to mention,Right,Male,First image,I tried to remember which images I had seen previously or not seen but thats about it,Hispanic or LatinoWhite,Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,0,0.504032258064516,0.546099290780142
724,70736,718,21,In the first few rounds I was trying to find a pattern between current and previous images In the later rounds I realized my strategy did not work well and had the same odds as picking the same letter over and over again,What made each side correct,Right,Male,First image,Pick the same side because it is all random in my opinion,,,,,,,,,,250_Stims_1000_ISI,1,0.48015873015873,0.475524475524476
726,70751,720,21,I honestly tried looking for patterns to see how to get correct answers and wrong answers On one trial I was looking at which images produced a gridlike afterimage to me In another trial I was seeing which images looked less convoluted and caused the most inner peace I also tried comparing colors too I was really trying to find some kind of pattern,I didnt know how to get a right or wrong answer ,Right,Female,Second image,I recalled what I saw in after images like colors or shapes and compared them in my mind as fast as I can I also looked at how the images met in the center in regard to the white cross focal point before the images came up Then I used my strategy of what felt less confusing and made me feel calmer I selected an image based on that,Black or African American,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.556451612903226,0.528169014084507
727,70772,721,33,At first I guessed until I learned a pattern Once I learned which pictures were winners over others it became easy,Everything was clear,Right,Male,First image,Just trial and error and then it switched over to memory,,,,,,,,,,250_Stims_1000_ISI,1,0.952191235059761,0.666666666666667
730,71008,724,41,I just feel and observe that,None,Right,Female,First image,I just identify that,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.511904761904762,0.496503496503497
731,71075,725,31,At first I was just picking what colors stood out to me then I slowly started to realize there was a bit of a pattern but it was so quick it was hard to focus So I first picked one or two colors that stood out to me and figured out which ones those beat kind of like rock paper scissorsI made up names for them and reminded myself as they showed up which hand controlled the answer for which image I had names like distilled rainbow muddy rainbow pink beats green and blue dark blue beats light blue distilled rainbow beats tiger eye tiger eye beats muddy rainbow green always beats any blue etc ,I mean at first it didnt give you a guideso i guess that was unclear LOL but as it went on I kind figured that the lack of instruction on which ones were correct or not in said pairs was part of the study perhaps,Left,Female,Second image,To remind myself which hand was which I would stare at the screen and when the first image would show up I didnt think thats key K I would just slightly twitch that hand and think muddy rainbow or whatever nickname I had for the color and then the next image would show and Id twich that hand and and think distilled rainbow and then when it said choose Id repeat a hopefully lol remembered mantra like distilled beats muddy rainbow and then click the hand that I paralled to that nicknameimage,White,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.638888888888889,0.474820143884892
734,71384,728,29,I assigned each image a color and tried to have a hierarchy of what beat what For example the orange tiger eye always seemed to win and the pink one always seemed to lose Between the blues they seemed to be the same except against each other and I just remembered which one beat which Sometimes it wouldnt work but it might have been user error pressing wrong key From there it was just trying to remember what beat what consistently ,None,Right,Male,First image,I assigned each image a color and then made a hierarchy in my mind of what beat what The orange tiger eye seemed to be at the top beating most anything and the pink seemed to always lose Sometimes this was not the case but it may be because of user error The ranking went orange  red  blue1  blue2 green  yellow  pink but sometimes there may have been differences which again could be user error ie pressing wrong key,Asian,Not Hispanic or Latino,,,,,,,,250_Stims_2000_ISI_full_sample,1,0.873015873015873,0.673611111111111
737,71531,731,35,I eventually began recalling the pairings from previous questions of the two same patterns I started to memorize which one was the correct one of the two designs with more frequent practice,Nothing was unclear,Right,Female,Second image,I just started to slowly remember the combinations of designs and which one was the correct design between two given ones That was my only strategy,,,,,,,,,,250_Stims_1000_ISI,1,0.726890756302521,0.617021276595745
